Trial,Elapsed_Time_Sec,Angle_Deg
7,11.830,155.56
7,11.865,155.44
7,11.900,155.28
7,11.935,155.11
7,11.968,154.98
7,12.002,154.88
7,12.036,154.74
7,12.070,154.59
7,12.105,154.17
7,12.141,153.96
7,12.175,153.96
7,12.210,153.75
7,12.245,153.51
7,12.278,153.28
7,12.313,152.64
7,12.347,152.30
7,12.383,152.05
7,12.417,151.82
7,12.450,151.66
7,12.483,151.54
7,12.516,151.48
7,12.550,151.46
7,12.585,151.50
7,12.619,151.57
7,12.654,151.61
7,12.689,151.56
7,12.723,151.46
7,12.758,151.37
7,12.793,151.34
7,12.827,151.40
7,12.863,151.41
7,12.897,151.39
7,12.930,151.41
7,12.964,151.46
7,12.998,151.54
7,13.033,151.64
7,13.066,151.74
7,13.101,151.81
7,13.136,151.88
7,13.170,151.95
7,13.204,152.02
7,13.238,152.08
7,13.273,152.21
7,13.306,152.21
7,13.340,152.26
7,13.373,152.26
7,13.406,152.22
7,13.440,152.25
7,13.475,152.25
7,13.508,152.25
7,13.542,152.26
7,13.577,152.21
7,13.612,152.21
7,13.646,152.19
7,13.680,152.15
7,13.715,152.04
7,13.750,151.87
7,13.783,151.71
7,13.817,151.58
7,13.849,151.51
7,13.882,151.45
7,13.917,151.41
7,13.952,151.38
7,13.985,151.30
7,14.019,151.13
7,14.052,150.92
7,14.086,150.59
7,14.121,150.21
7,14.155,149.75
7,14.189,149.21
7,14.222,148.52
7,14.256,147.56
7,14.290,146.57
7,14.323,145.60
7,14.357,144.48
7,14.392,143.40
7,14.427,142.17
7,14.464,140.58
7,14.498,137.03
7,14.531,125.69
7,14.565,105.20
7,14.599,85.45
7,14.634,68.64
7,14.669,54.13
7,14.703,41.46
7,14.737,30.51
7,14.771,21.01
7,14.806,12.50
7,14.841,-1.27
7,14.875,-6.76
7,14.910,-11.42
7,14.945,-11.42
7,14.979,-15.39
7,15.014,-18.91
7,15.048,-24.67
7,15.084,-27.11
7,15.120,-29.21
7,15.154,-31.07
7,15.188,-32.80
7,15.222,-34.34
7,15.258,-35.78
7,15.293,-37.05
7,15.328,-38.15
7,15.362,-39.14
7,15.396,-40.04
7,15.430,-40.69
7,15.463,-40.99
7,15.498,-40.89
7,15.532,-40.52
7,15.567,-40.13
7,15.600,-39.73
7,15.635,-39.39
7,15.668,-39.04
7,15.702,-38.79
7,15.738,-38.69
7,15.772,-38.77
7,15.807,-38.99
7,15.841,-39.32
7,15.876,-39.69
7,15.910,-40.00
7,15.945,-40.58
7,15.979,-40.96
7,16.013,-41.36
7,16.047,-41.82
7,16.081,-42.43
7,16.115,-42.99
7,16.148,-42.99
7,16.183,-43.52
7,16.217,-44.09
7,16.250,-44.22
7,16.283,-44.36
7,16.316,-44.51
7,16.349,-44.73
7,16.383,-45.01
7,16.418,-45.39
7,16.451,-45.79
7,16.485,-46.35
7,16.518,-46.95
7,16.553,-47.61
7,16.585,-48.32
7,16.618,-49.10
7,16.654,-49.83
7,16.687,-50.50
7,16.721,-51.15
7,16.754,-51.73
7,16.787,-52.24
7,16.821,-52.66
7,16.855,-53.05
7,16.890,-53.39
7,16.925,-53.59
7,16.959,-53.73
7,16.994,-53.90
7,17.028,-54.01
7,17.061,-54.07
7,17.094,-54.04
7,17.128,-53.99
7,17.163,-53.83
7,17.197,-53.64
7,17.231,-53.44
7,17.266,-53.15
7,17.300,-52.83
7,17.334,-52.46
7,17.369,-52.14
7,17.403,-51.88
7,17.439,-51.68
7,17.473,-51.49
7,17.507,-51.33
7,17.541,-51.16
7,17.576,-50.90
7,17.609,-50.43
7,17.643,-50.20
7,17.676,-50.00
7,17.710,-50.00
7,17.744,-49.80
7,17.779,-49.65
7,17.813,-49.44
7,17.849,-49.13
7,17.883,-49.01
7,17.918,-48.77
7,17.951,-39.27
7,17.985,-39.05
7,18.018,-34.60
7,18.052,-30.72
7,18.086,-26.61
7,18.120,-23.16
7,18.154,-19.89
7,18.187,-17.20
7,18.220,-45.20
7,18.255,-44.89
7,18.289,-44.56
7,18.323,-44.18
7,18.356,-43.81
7,18.389,-43.43
7,18.423,-43.03
7,18.456,-42.55
7,18.490,-41.91
7,18.524,-41.20
7,18.558,-40.45
7,18.591,-39.70
7,18.624,-39.05
7,18.658,-38.50
7,18.692,-37.99
7,18.725,-37.57
7,18.760,-37.23
7,18.796,-36.95
7,18.831,-36.69
7,18.866,-36.47
7,18.901,-36.31
7,18.934,-36.20
7,18.969,-36.11
7,19.003,-35.98
7,19.038,-35.78
7,19.072,-35.59
7,19.106,-35.40
7,19.141,-35.21
7,19.173,-34.97
7,19.207,-34.68
7,19.242,-34.23
7,19.277,-34.26
7,19.310,-34.26
7,19.343,-9.63
7,19.377,-10.82
7,19.412,-12.49
7,19.445,-14.42
7,19.481,-16.95
7,19.514,-19.02
7,19.547,-20.94
7,19.580,-22.73
7,19.614,-24.48
7,19.647,-27.02
7,19.681,-27.22
7,19.717,-27.97
7,19.751,-28.71
7,19.786,-29.38
7,19.820,-29.84
7,19.853,-30.15
7,19.886,-30.58
7,19.919,-30.73
7,19.954,-30.82
7,19.988,-30.97
7,20.022,-31.06
7,20.055,-31.12
7,20.088,-31.19
7,20.122,-31.17
7,20.155,-31.21
7,20.188,-31.30
7,20.223,-31.41
7,20.257,-31.56
7,20.291,-31.71
7,20.324,-31.90
7,20.357,-32.12
7,20.390,-32.39
7,20.424,-32.66
7,20.459,-32.90
7,20.494,-33.05
7,20.528,-33.08
7,20.561,-33.18
7,20.596,-33.26
7,20.630,-33.30
7,20.663,-33.35
7,20.698,-33.30
7,20.733,-33.24
7,20.767,-32.94
7,20.801,-32.83
7,20.835,-32.67
7,20.869,-32.47
7,20.902,-32.25
7,20.937,-32.14
7,20.971,-32.12
7,21.007,-31.84
7,21.040,-31.75
7,21.074,-31.65
7,21.107,-31.57
7,21.142,-31.57
7,21.176,-31.52
7,21.209,-31.49
7,21.244,-31.56
7,21.280,-31.76
7,21.315,-31.96
7,21.349,-32.15
7,21.384,-32.32
7,21.419,-32.45
7,21.454,-32.60
7,21.488,-32.88
7,21.522,-33.04
7,21.555,-33.18
7,21.588,-33.26
7,21.622,-33.48
7,21.656,-33.66
7,21.690,-33.87
7,21.723,-34.12
7,21.756,-34.31
7,21.792,-34.51
7,21.824,-34.62
7,21.858,-34.64
7,21.892,-34.69
7,21.926,-34.94
7,21.959,-35.27
7,21.994,-35.52
7,22.028,-35.64
7,22.062,-35.72
7,22.096,-35.87
7,22.129,-36.01
7,22.163,-36.23
7,22.198,-36.35
7,22.231,-36.33
7,22.265,-52.63
7,22.299,-52.97
7,22.333,-53.36
7,22.368,-53.44
7,22.402,-53.51
7,22.436,-53.76
7,22.471,-54.19
7,22.507,-54.80
7,22.542,-55.80
7,22.576,-57.71
7,22.610,-60.65
7,22.644,-66.85
7,22.678,-76.61
7,22.712,-89.24
7,22.747,-115.67
7,22.781,-127.42
7,22.814,-137.86
7,22.847,-147.13
7,22.881,-147.13
7,22.915,-155.36
7,22.948,-162.71
7,22.982,-169.13
7,23.017,-179.66
7,23.050,176.12
7,23.084,172.42
7,23.118,169.19
7,23.152,166.26
7,23.186,163.71
7,23.219,161.44
7,23.253,159.50
7,23.288,157.86
7,23.323,156.43
7,23.356,155.08
7,23.391,153.80
7,23.425,152.69
7,23.458,151.60
7,23.492,150.46
7,23.526,149.38
7,23.560,148.44
7,23.597,147.58
7,23.632,146.93
7,23.666,146.49
7,23.700,146.28
7,23.734,146.26
7,23.767,146.29
7,23.802,146.35
7,23.835,146.44
7,23.870,146.52
7,23.904,146.60
7,23.939,146.73
7,23.974,146.89
7,24.009,147.30
7,24.043,147.47
7,24.078,147.47
7,24.112,147.63
7,24.146,147.77
7,24.181,147.90
7,24.215,147.99
7,24.250,148.03
7,24.285,148.03
7,24.319,148.05
7,24.353,148.07
7,24.386,148.11
7,24.420,148.15
7,24.453,148.17
7,24.487,148.17
7,24.522,148.33
7,24.555,148.46
7,24.590,148.55
7,24.624,148.61
7,24.658,148.63
7,24.693,148.72
7,24.726,148.73
7,24.761,148.79
7,24.795,148.84
7,24.829,148.93
7,24.863,149.02
7,24.897,149.14
7,24.931,149.23
7,24.965,149.31
7,24.999,149.37
7,25.034,149.43
7,25.068,149.50
7,25.102,149.51
7,25.138,149.54
7,25.174,149.48
7,25.209,149.47
7,25.244,149.42
7,25.280,149.42
7,25.314,149.37
7,25.350,149.36
7,25.384,149.45
7,25.418,149.57
7,25.453,149.71
7,25.487,149.74
7,25.520,149.65
7,25.555,149.50
7,25.588,149.23
7,25.622,148.76
7,25.655,148.76
7,25.689,147.18
7,25.723,146.07
7,25.757,144.97
7,25.791,143.91
7,25.825,142.77
7,25.859,141.62
7,25.893,140.57
7,25.928,139.71
7,25.962,138.97
7,25.996,138.34
7,26.030,137.79
7,26.064,137.44
7,26.097,137.12
7,26.131,136.77
7,26.166,136.41
7,26.199,135.77
7,26.233,134.93
7,26.266,133.57
7,26.300,131.55
7,26.335,128.56
7,26.369,121.13
7,26.402,107.67
7,26.437,90.68
7,26.472,73.75
7,26.508,57.94
7,26.543,43.41
7,26.578,29.79
7,26.612,17.82
7,26.646,7.75
7,26.680,-1.12
7,26.714,-15.95
7,26.747,-22.46
7,26.782,-27.44
7,26.816,-30.58
7,26.851,-30.58
7,26.885,-32.37
7,26.918,-33.71
7,26.952,-34.87
7,26.986,-35.84
7,27.019,-36.26
7,27.052,-36.52
7,27.086,-36.63
7,27.120,-36.72
7,27.154,3.82
7,27.189,3.80
7,27.222,3.69
7,27.256,3.33
7,27.289,3.00
7,27.323,2.62
7,27.357,2.26
7,27.391,1.99
7,27.425,1.79
7,27.459,1.46
7,27.494,0.95
7,27.528,0.29
7,27.562,-0.55
7,27.597,-1.53
7,27.633,-38.89
7,27.668,-2.40
7,27.701,-2.12
7,27.735,-1.73
7,27.770,-1.15
7,27.803,-0.45
7,27.838,0.40
7,27.873,1.29
7,27.908,2.17
7,27.942,3.00
7,27.977,3.75
7,28.010,4.45
7,28.045,4.99
7,28.079,-38.60
7,28.114,-38.76
7,28.148,-38.98
7,28.182,-39.27
7,28.217,-39.89
7,28.251,-40.32
7,28.286,-40.83
7,28.321,-41.47
7,28.355,-42.23
7,28.389,-43.05
7,28.423,-43.05
7,28.456,-44.48
7,28.491,-45.19
7,28.526,-45.95
7,28.560,-46.74
7,28.594,-47.63
7,28.628,-48.52
7,28.662,-49.47
7,28.697,-50.21
7,28.731,-50.86
7,28.765,-51.44
7,28.799,-51.81
7,28.832,-52.12
7,28.866,-52.36
7,28.900,-52.50
7,28.934,-52.57
7,28.970,-52.58
7,29.004,-52.58
7,29.040,-52.51
7,29.073,-52.47
7,29.107,-52.37
7,29.141,-52.30
7,29.176,-52.16
7,29.212,-52.05
7,29.247,-51.82
7,29.282,-51.59
7,29.315,-51.36
7,29.350,-51.13
7,29.383,-50.87
7,29.417,-50.43
7,29.450,-50.22
7,29.484,-50.06
7,29.518,-49.83
7,29.554,-49.61
7,29.587,-49.43
7,29.620,-49.43
7,29.655,-49.18
7,29.689,-48.52
7,29.725,-48.16
7,29.759,-47.87
7,29.793,-47.54
7,29.827,-47.23
7,29.862,-46.93
7,29.897,-46.63
7,29.933,-46.41
7,29.969,-46.19
7,30.003,-46.12
7,30.037,-46.20
7,30.070,-46.41
7,30.104,-46.55
7,30.138,-46.61
7,30.172,-46.53
7,30.207,-46.36
7,30.241,-46.07
7,30.274,3.49
7,30.309,2.46
7,30.342,1.71
7,30.376,0.16
7,30.410,-2.09
7,30.445,-4.47
7,30.479,-9.60
7,30.513,-12.16
7,30.547,-14.58
7,30.581,-14.51
7,30.616,-16.76
7,30.649,-18.85
7,30.684,-20.70
7,30.719,-23.76
7,30.752,-25.03
7,30.786,-26.11
7,30.819,-27.05
7,30.852,-27.89
7,30.885,-28.56
7,30.919,-29.25
7,30.954,-29.90
7,30.988,-30.40
7,31.023,-30.88
7,31.057,-31.33
7,31.092,-31.74
7,31.127,-32.12
7,31.161,-32.46
7,31.196,-32.77
7,31.232,-33.13
7,31.266,-33.43
7,31.301,-33.74
7,31.335,-33.99
7,31.370,-34.24
7,31.405,-34.61
7,31.440,-35.27
7,31.475,-35.69
7,31.508,-36.14
7,31.542,-36.56
7,31.576,-37.21
7,31.610,-37.44
7,31.645,-37.84
7,31.680,-38.16
7,31.716,-38.50
7,31.750,-38.74
7,31.784,-39.10
7,31.817,-39.34
7,31.851,-39.57
7,31.884,-39.76
7,31.918,-39.88
7,31.951,-39.96
7,31.985,-39.87
7,32.019,-39.90
7,32.054,-39.94
7,32.089,-40.09
7,32.124,-40.04
7,32.159,-39.96
7,32.193,-39.67
7,32.226,-39.62
7,32.259,-39.65
7,32.293,-39.74
7,32.328,-39.90
7,32.363,-40.18
7,32.398,-57.18
7,32.432,-57.83
7,32.466,-58.56
7,32.499,-59.28
7,32.533,-59.98
7,32.567,-60.62
7,32.601,-61.23
7,32.635,-61.82
7,32.670,-62.35
7,32.703,-62.87
7,32.736,-63.28
7,32.770,-63.61
7,32.804,-63.91
7,32.837,-64.20
7,32.871,-64.41
7,32.905,-64.58
7,32.941,-64.72
7,32.976,-64.88
7,33.010,-64.95
7,33.045,-65.01
7,33.078,-65.05
7,33.111,-65.05
7,33.146,-65.00
7,33.182,-64.93
7,33.217,-64.87
7,33.251,-64.79
7,33.286,-64.68
7,33.321,-64.50
7,33.354,-64.44
7,33.388,-64.45
7,33.421,-64.44
7,33.455,-64.48
7,33.488,-64.49
7,33.522,-64.48
7,33.556,-64.40
7,33.590,-64.40
7,33.625,-64.24
7,33.659,-64.16
7,33.693,-64.08
7,33.728,-63.95
7,33.762,-63.84
7,33.796,-63.73
7,33.830,-63.63
7,33.863,-63.53
7,33.897,-63.48
7,33.934,-63.47
7,33.969,-63.46
7,34.002,-63.47
7,34.037,-63.48
7,34.072,-63.46
7,34.106,-63.44
7,34.140,-63.42
7,34.175,-63.42
7,34.208,-63.42
7,34.242,-63.40
7,34.277,-63.35
7,34.313,-63.27
7,34.347,-63.24
7,34.380,-63.24
7,34.417,-63.19
7,34.451,-63.14
7,34.485,-63.07
7,34.519,-62.92
7,34.554,-62.49
7,34.589,-62.22
7,34.623,-32.89
7,34.657,-32.51
7,34.690,-61.06
7,34.725,-60.59
7,34.758,-24.07
7,34.792,-23.76
7,34.825,-23.66
7,34.859,-23.71
7,34.894,-24.13
7,34.928,-24.76
7,34.963,-25.62
7,34.996,-26.54
7,35.029,-27.40
7,35.063,-28.14
7,35.098,-28.76
7,35.133,-29.37
7,35.167,-30.03
7,35.201,-30.88
7,35.235,-31.83
7,35.268,-32.87
7,35.301,-33.86
7,35.335,-34.84
7,35.370,-35.81
7,35.404,-36.60
7,35.439,-37.33
7,35.473,-38.53
7,35.506,-38.91
7,35.539,-39.27
7,35.574,-39.60
7,35.607,-58.13
7,35.641,-58.55
7,35.675,-59.01
7,35.708,-59.53
7,35.744,-60.14
7,35.778,-60.79
7,35.812,-61.40
7,35.846,-61.98
7,35.882,-63.10
7,35.915,-63.66
7,35.951,-63.66
7,35.985,-64.16
7,36.018,-64.65
7,36.052,-65.09
7,36.086,-65.44
7,36.120,-66.03
7,36.156,-66.21
7,36.190,-66.37
7,36.224,-66.50
7,36.259,-66.59
7,36.292,-66.62
7,36.326,-66.61
7,36.360,-66.61
7,36.395,-66.49
7,36.429,-66.38
7,36.462,-66.21
7,36.497,-65.99
7,36.530,-65.77
7,36.564,-65.60
7,36.598,-65.50
7,36.632,-65.45
7,36.666,-65.48
7,36.699,-65.53
7,36.733,-65.57
7,36.767,-65.64
7,36.801,-65.67
7,36.835,-65.68
7,36.870,-65.69
7,36.904,-65.63
7,36.938,-65.58
7,36.973,-65.48
7,37.007,-65.39
7,37.042,-65.26
7,37.076,-65.15
7,37.111,-65.00
7,37.146,-64.79
7,37.181,-64.52
7,37.216,-64.23
7,37.250,-63.98
7,37.284,-63.68
7,37.318,-63.38
7,37.352,-63.05
7,37.386,-62.43
7,37.421,-62.43
7,37.455,-61.80
7,37.490,-61.48
7,37.524,-61.20
7,37.558,-61.20
7,37.594,-60.75
7,37.628,-60.52
7,37.661,-60.33
7,37.693,-60.14
7,37.727,-59.94
7,37.761,-59.73
7,37.794,-59.50
7,37.828,-59.27
7,37.863,-59.09
7,37.898,-58.91
7,37.934,-58.70
7,37.968,-58.43
7,38.003,-58.21
7,38.037,-58.02
7,38.071,-57.84
7,38.105,-57.69
7,38.139,-57.67
7,38.175,-57.60
7,38.210,-57.55
7,38.243,-57.57
7,38.277,-57.61
7,38.310,-57.69
7,38.342,-57.73
7,38.376,-57.84
7,38.411,-57.87
7,38.446,-57.95
7,38.482,-58.00
7,38.515,-58.04
7,38.548,-58.08
7,38.583,-58.08
7,38.618,-58.03
7,38.652,-57.97
7,38.686,-57.90
7,38.720,-57.90
7,38.754,-57.86
7,38.788,-57.82
7,38.822,-57.78
7,38.855,-57.73
7,38.889,-57.62
7,38.925,-57.55
7,38.958,-57.46
7,38.993,-57.37
7,39.026,-57.29
7,39.059,-57.23
7,39.093,-57.19
7,39.128,-57.19
7,39.162,-57.15
7,39.196,-57.14
7,39.229,-57.15
7,39.263,-57.21
7,39.297,-57.26
7,39.330,-57.34
7,39.365,-57.42
7,39.399,-57.51
7,39.433,-57.56
7,39.468,-57.59
7,39.502,-57.59
7,39.536,-57.55
7,39.569,-57.48
7,39.602,-57.29
7,39.635,-57.10
7,39.671,-56.85
7,39.706,-56.53
7,39.741,-56.14
7,39.776,-55.70
7,39.811,-55.14
7,39.845,-54.47
7,39.878,-53.76
7,39.913,-53.10
7,39.948,-52.41
7,39.984,-51.76
7,40.018,-51.18
7,40.052,-50.70
7,40.086,-50.38
7,40.121,-49.84
7,40.155,-49.74
7,40.189,-49.72
7,40.224,-49.76
7,40.257,-49.79
7,40.292,-49.93
7,40.326,-49.93
7,40.360,-50.24
7,40.394,-50.42
7,40.430,-50.60
7,40.465,-50.83
7,40.498,-51.13
7,40.531,-51.45
7,40.565,-51.80
7,40.599,-52.15
7,40.633,-52.50
7,40.668,-52.85
7,40.702,-53.19
7,40.735,-53.50
7,40.769,-53.82
7,40.802,-54.13
7,40.836,-54.41
7,40.870,-54.68
7,40.903,-54.91
7,40.937,-55.11
7,40.971,-55.30
7,41.004,-55.46
7,41.038,-55.65
7,41.071,-55.79
7,41.106,-55.97
7,41.139,-56.12
7,41.172,-56.30
7,41.207,-56.39
7,41.241,-56.51
7,41.276,-56.65
7,41.311,-56.74
7,41.347,-56.83
7,41.380,-56.94
7,41.414,-57.01
7,41.449,-57.10
7,41.484,-57.10
7,41.517,-61.39
7,41.552,-60.16
7,41.586,-58.75
7,41.621,-57.05
7,41.655,-55.00
7,41.690,-52.58
7,41.723,-50.14
7,41.757,-47.67
7,41.793,-45.26
7,41.826,-42.98
7,41.860,-40.80
7,41.893,-38.74
7,41.928,-36.97
7,41.962,-35.21
7,41.996,-33.68
7,42.030,-32.28
7,42.065,-30.36
7,42.098,-30.28
7,42.132,-29.42
7,42.166,-28.61
7,42.201,-28.02
7,42.235,-27.49
7,42.268,-26.97
7,42.302,-26.80
7,42.335,-26.75
7,42.369,-26.21
7,42.402,-25.97
7,42.436,-25.83
7,42.470,-25.62
7,42.504,-25.35
7,42.538,-25.02
7,42.573,-24.67
7,42.608,-24.33
7,42.644,-23.99
7,42.677,-23.68
7,42.712,-23.34
7,42.746,-23.08
7,42.780,-22.72
7,42.815,-22.48
7,42.851,-22.19
7,42.885,-22.07
7,42.920,-21.92
7,42.953,-21.88
7,42.988,-21.88
7,43.023,-22.17
7,43.056,-22.64
7,43.090,-22.82
7,43.123,-23.12
7,43.157,-23.46
7,43.191,-23.69
7,43.225,-23.80
7,43.259,-23.76
7,43.292,-23.64
7,43.327,-23.48
7,43.360,-23.22
7,43.393,-53.65
7,43.427,-53.71
7,43.462,-79.07
7,43.495,-78.71
7,43.529,-78.19
7,43.564,-77.29
8,0.002,1.15
8,0.035,1.16
8,0.070,1.22
8,0.105,1.23
8,0.141,1.23
8,0.176,1.23
8,0.209,1.22
8,0.242,1.16
8,0.276,1.17
8,0.309,1.11
8,0.342,1.04
8,0.376,0.96
8,0.409,0.93
8,0.444,0.90
8,0.478,0.87
8,0.512,0.85
8,0.546,0.82
8,0.581,0.82
8,0.614,0.83
8,0.648,0.84
8,0.682,0.86
8,0.717,0.86
8,0.751,0.87
8,0.785,0.91
8,0.820,0.97
8,0.854,0.97
8,0.890,1.00
8,0.924,1.04
8,0.958,1.09
8,0.992,1.14
8,1.027,1.16
8,1.060,1.22
8,1.093,1.24
8,1.127,1.23
8,1.160,1.23
8,1.194,1.20
8,1.228,1.15
8,1.262,1.09
8,1.295,1.05
8,1.328,1.03
8,1.363,1.03
8,1.397,1.04
8,1.431,0.96
8,1.465,0.86
8,1.499,0.70
8,1.533,0.49
8,1.566,0.19
8,1.599,-0.08
8,1.632,-0.36
8,1.666,-0.59
8,1.699,-0.80
8,1.733,-0.96
8,1.766,-1.22
8,1.801,-1.33
8,1.835,-1.43
8,1.869,-1.44
8,1.902,-1.58
8,1.935,-1.73
8,1.969,-1.90
8,2.004,-2.36
8,2.037,-2.51
8,2.070,-2.73
8,2.104,-3.01
8,2.137,-3.06
8,2.172,-3.41
8,2.205,-3.94
8,2.239,-4.62
8,2.272,-5.49
8,2.306,-6.51
8,2.341,-7.68
8,2.376,-9.89
8,2.409,-11.35
8,2.442,-12.92
8,2.477,-14.57
8,2.511,-16.31
8,2.546,-18.04
8,2.580,-19.80
8,2.613,-21.65
8,2.648,-23.60
8,2.682,-25.66
8,2.717,-27.75
8,2.751,-29.85
8,2.785,-32.05
8,2.820,-34.36
8,2.854,-36.75
8,2.888,-39.15
8,2.923,-41.63
8,2.959,-44.32
8,2.994,-47.22
8,3.029,-50.29
8,3.064,-54.73
8,3.098,-58.03
8,3.133,-63.54
8,3.168,-67.00
8,3.201,-70.51
8,3.235,-74.00
8,3.269,-77.53
8,3.303,-81.22
8,3.336,-85.12
8,3.370,-86.94
8,3.404,-93.33
8,3.437,-97.36
8,3.473,-101.49
8,3.507,-105.47
8,3.541,-109.19
8,3.574,-113.02
8,3.609,-116.86
8,3.643,-120.99
8,3.676,-125.27
8,3.710,-129.58
8,3.744,-133.65
8,3.778,-137.50
8,3.810,-142.91
8,3.843,-146.14
8,3.876,-148.93
8,3.910,-151.31
8,3.943,-153.11
8,3.976,-154.43
8,4.011,-155.42
8,4.044,-155.90
8,4.079,-156.59
8,4.114,-156.86
8,4.147,-155.89
8,4.181,-155.04
8,4.215,-150.25
8,4.248,-144.81
8,4.283,-138.01
8,4.318,-130.56
8,4.353,-123.03
8,4.387,-115.69
8,4.422,-108.80
8,4.455,-102.51
8,4.490,-96.84
8,4.524,-91.83
8,4.558,-87.41
8,4.592,-83.51
8,4.628,-80.12
8,4.662,-75.94
8,4.697,-74.51
8,4.731,-72.24
8,4.766,-69.33
8,4.799,-67.81
8,4.834,-66.58
8,4.867,-65.61
8,4.900,-64.70
8,4.935,-64.60
8,4.969,-64.30
8,5.002,-64.21
8,5.036,-64.27
8,5.070,-64.42
8,5.103,-64.61
8,5.137,-64.81
8,5.170,-64.97
8,5.204,-65.08
8,5.238,-65.11
8,5.271,-65.12
8,5.306,-65.14
8,5.340,-65.14
8,5.373,-65.11
8,5.406,-65.07
8,5.440,-65.02
8,5.474,-64.93
8,5.508,-64.86
8,5.542,-64.74
8,5.576,-64.61
8,5.610,-64.44
8,5.645,-64.26
8,5.679,-64.01
8,5.712,-63.76
8,5.746,-63.45
8,5.780,-63.18
8,5.814,-62.71
8,5.848,-62.31
8,5.882,-61.83
8,5.916,-61.37
8,5.950,-60.85
8,5.983,-60.59
8,6.018,-60.06
8,6.052,-59.23
8,6.085,-58.74
8,6.119,-58.29
8,6.152,-57.84
8,6.186,-57.34
8,6.219,-56.74
8,6.253,-56.06
8,6.286,-55.23
8,6.321,-54.26
8,6.354,-53.13
8,6.388,-51.86
8,6.423,-50.34
8,6.458,-48.68
8,6.493,-45.87
8,6.526,-45.14
8,6.559,-43.24
8,6.594,-41.33
8,6.629,-39.41
8,6.665,-37.43
8,6.700,-34.35
8,6.734,-32.35
8,6.767,-30.35
8,6.801,-28.43
8,6.835,-26.52
8,6.869,-23.44
8,6.903,-21.48
8,6.937,-20.21
8,6.970,-18.20
8,7.005,-15.54
8,7.038,-13.44
8,7.072,-11.38
8,7.106,-9.20
8,7.140,-6.94
8,7.173,-4.59
8,7.207,-2.14
8,7.242,0.50
8,7.277,3.25
8,7.310,6.27
8,7.343,9.37
8,7.377,12.58
8,7.410,15.80
8,7.444,19.06
8,7.479,22.23
8,7.512,25.27
8,7.545,28.10
8,7.580,30.71
8,7.614,33.10
8,7.648,35.30
8,7.682,37.37
8,7.715,39.26
8,7.750,41.88
8,7.784,43.36
8,7.818,44.74
8,7.852,46.00
8,7.885,47.10
8,7.920,47.56
8,7.955,48.94
8,7.990,49.70
8,8.024,50.37
8,8.059,51.00
8,8.093,51.53
8,8.127,52.02
8,8.161,52.44
8,8.196,52.80
8,8.230,53.10
8,8.265,53.33
8,8.298,53.56
8,8.333,53.84
8,8.367,53.97
8,8.401,54.10
8,8.435,54.25
8,8.468,54.34
8,8.503,54.33
8,8.536,54.41
8,8.571,54.49
8,8.606,54.60
8,8.640,54.64
8,8.673,54.67
8,8.708,54.69
8,8.744,54.70
8,8.778,54.70
8,8.812,54.60
8,8.846,54.42
8,8.880,54.09
8,8.915,53.56
8,8.948,52.94
8,8.981,52.27
8,9.014,51.50
8,9.049,50.66
8,9.084,49.67
8,9.119,48.56
8,9.153,47.40
8,9.188,46.25
8,9.222,45.15
8,9.256,44.19
8,9.290,43.42
8,9.323,42.74
8,9.358,42.12
8,9.393,41.58
8,9.427,40.91
8,9.461,40.68
8,9.495,40.11
8,9.530,39.74
8,9.564,39.16
8,9.598,38.78
8,9.631,38.45
8,9.665,38.13
8,9.700,38.01
8,9.733,37.71
8,9.767,37.43
8,9.802,37.15
8,9.836,36.65
8,9.870,36.39
8,9.903,36.18
8,9.937,35.97
8,9.971,35.80
8,10.004,35.65
8,10.038,35.49
8,10.071,35.35
8,10.107,35.33
8,10.140,35.06
8,10.174,34.93
8,10.208,34.83
8,10.242,34.76
8,10.276,34.71
8,10.309,34.64
8,10.342,34.58
8,10.375,34.55
8,10.410,34.51
8,10.444,34.49
8,10.478,34.51
8,10.513,34.56
8,10.545,34.57
8,10.580,0.07
8,10.614,0.13
8,10.648,0.25
8,10.681,0.38
8,10.715,0.49
8,10.748,0.58
8,10.782,0.68
8,10.817,0.78
8,10.850,0.87
8,10.884,0.97
8,10.919,1.08
8,10.953,1.24
8,10.987,1.39
8,11.022,1.49
8,11.056,1.59
8,11.090,1.74
8,11.124,1.91
8,11.160,2.07
8,11.194,2.21
8,11.228,2.38
8,11.263,2.52
8,11.298,2.63
8,11.333,2.77
8,11.366,2.83
8,11.400,2.91
8,11.435,3.04
8,11.468,3.20
8,11.501,3.33
8,11.536,3.50
8,11.569,3.62
8,11.604,3.78
8,11.639,3.88
8,11.674,3.95
8,11.708,4.07
8,11.742,4.17
8,11.777,4.25
8,11.810,4.32
8,11.843,4.37
8,11.876,4.44
8,11.910,4.50
8,11.945,4.62
8,11.979,4.72
8,12.012,4.78
8,12.047,4.79
8,12.081,4.82
8,12.114,4.85
8,12.148,4.93
8,12.182,4.93
8,12.217,4.93
8,12.251,4.96
8,12.286,5.02
8,12.319,5.03
8,12.354,5.04
8,12.388,5.03
8,12.421,4.92
8,12.455,4.79
8,12.489,4.67
8,12.522,4.53
8,12.556,4.35
8,12.591,4.15
8,12.625,3.98
8,12.659,3.82
8,12.693,3.68
8,12.727,3.55
8,12.762,3.40
8,12.796,3.23
8,12.830,3.00
8,12.863,2.76
