Trial,Elapsed_Time_Sec,Angle_Deg
8,12.898,2.51
8,12.932,1.83
8,12.966,1.28
8,13.000,0.56
8,13.034,0.50
8,13.070,-0.57
8,13.104,-1.58
8,13.138,-2.65
8,13.171,-4.85
8,13.204,-6.20
8,13.238,-7.75
8,13.271,-9.21
8,13.305,-10.99
8,13.339,-12.95
8,13.373,-15.60
8,13.407,-17.98
8,13.440,-20.46
8,13.473,-22.95
8,13.506,-25.40
8,13.540,-27.84
8,13.574,-30.20
8,13.608,-32.55
8,13.641,-34.94
8,13.676,-37.33
8,13.709,-39.59
8,13.742,-41.82
8,13.776,-44.05
8,13.810,-46.28
8,13.843,-48.50
8,13.877,-50.74
8,13.911,-53.08
8,13.945,-55.42
8,13.980,-57.77
8,14.014,-60.18
8,14.048,-62.76
8,14.082,-65.40
8,14.117,-69.73
8,14.151,-72.52
8,14.185,-75.22
8,14.218,-77.84
8,14.251,-80.50
8,14.286,-83.13
8,14.320,-84.19
8,14.355,-86.69
8,14.389,-90.34
8,14.422,-92.51
8,14.457,-94.52
8,14.490,-96.46
8,14.523,-98.29
8,14.556,-100.00
8,14.591,-101.62
8,14.625,-103.13
8,14.659,-104.54
8,14.694,-105.84
8,14.729,-107.00
8,14.763,-108.02
8,14.797,-108.86
8,14.831,-109.62
8,14.867,-110.29
8,14.900,-111.16
8,14.936,-111.38
8,14.972,-112.03
8,15.006,-112.39
8,15.040,-112.71
8,15.073,-112.96
8,15.107,-113.18
8,15.140,-113.43
8,15.174,-113.50
8,15.207,-113.50
8,15.241,-113.54
8,15.276,-113.51
8,15.310,-113.67
8,15.344,-113.74
8,15.377,-113.74
8,15.411,-113.65
8,15.446,-113.51
8,15.479,-113.28
8,15.513,-112.91
8,15.547,-112.45
8,15.583,-111.86
8,15.617,-111.15
8,15.651,-110.23
8,15.686,-108.94
8,15.721,-107.39
8,15.754,-105.67
8,15.787,-103.81
8,15.821,-101.82
8,15.855,-99.71
8,15.891,-97.49
8,15.925,-94.01
8,15.959,-91.89
8,15.994,-89.73
8,16.027,-87.51
8,16.062,-85.22
8,16.097,-82.97
8,16.132,-80.84
8,16.166,-78.85
8,16.202,-76.89
8,16.237,-74.21
8,16.271,-72.17
8,16.306,-70.14
8,16.339,-68.14
8,16.374,-66.14
8,16.410,-64.17
8,16.444,-62.25
8,16.477,-60.39
8,16.512,-58.59
8,16.545,-56.90
8,16.580,-55.29
8,16.614,-52.95
8,16.648,-51.48
8,16.682,-49.90
8,16.714,-48.16
8,16.750,-46.30
8,16.784,-44.39
8,16.819,-42.49
8,16.852,-40.49
8,16.885,-38.44
8,16.919,-36.38
8,16.953,-34.30
8,16.988,-32.27
8,17.022,-30.32
8,17.057,-28.45
8,17.091,-26.65
8,17.124,-24.92
8,17.157,-23.35
8,17.192,-21.89
8,17.225,-20.57
8,17.259,-19.33
8,17.294,-18.15
8,17.328,-17.11
8,17.363,-16.16
8,17.398,-14.88
8,17.431,-14.09
8,17.466,-13.40
8,17.500,-12.46
8,17.534,-12.19
8,17.567,-11.68
8,17.600,-11.20
8,17.635,-10.98
8,17.669,-10.38
8,17.702,-9.99
8,17.736,-9.67
8,17.771,-9.37
8,17.805,-9.01
8,17.839,-8.82
8,17.873,-8.65
8,17.907,-8.50
8,17.941,-8.35
8,17.975,-8.21
8,18.009,-8.12
8,18.042,-8.08
8,18.077,-8.04
8,18.111,-8.01
8,18.145,-7.95
8,18.179,-7.93
8,18.214,-7.89
8,18.248,-7.89
8,18.283,-7.85
8,18.318,-7.86
8,18.352,-7.89
8,18.386,-7.92
8,18.420,-7.94
8,18.453,-7.96
8,18.488,-7.99
8,18.522,-7.99
8,18.555,-7.96
8,18.588,-7.94
8,18.622,-7.86
8,18.656,-7.79
8,18.690,-7.72
8,18.724,-7.67
8,18.757,-7.58
8,18.790,-7.53
8,18.824,-7.42
8,18.857,-7.30
8,18.890,-7.22
8,18.924,-7.13
8,18.958,-7.11
8,18.995,-7.09
8,19.028,-7.14
8,19.063,-7.14
8,19.098,-7.26
8,19.132,-7.58
8,19.166,-7.80
8,19.200,-8.09
8,19.234,-8.24
8,19.269,-9.19
8,19.302,-9.95
8,19.337,-10.87
8,19.370,-12.02
8,19.405,-13.40
8,19.438,-14.30
8,19.472,-15.97
8,19.507,-17.79
8,19.541,-21.16
8,19.574,-23.12
8,19.609,-24.55
8,19.644,-26.97
8,19.677,-28.34
8,19.711,-30.68
8,19.744,-32.40
8,19.778,-33.98
8,19.811,-35.50
8,19.845,-36.97
8,19.879,-38.38
8,19.912,-39.67
8,19.946,-40.88
8,19.981,-42.00
8,20.014,-43.08
8,20.048,-44.19
8,20.082,-45.34
8,20.117,-46.51
8,20.150,-47.73
8,20.183,-48.88
8,20.217,-49.99
8,20.251,-51.13
8,20.286,-52.39
8,20.321,-53.81
8,20.356,-56.51
8,20.390,-58.41
8,20.424,-60.43
8,20.458,-62.58
8,20.493,-64.87
8,20.527,-67.31
8,20.561,-69.85
8,20.596,-72.44
8,20.630,-75.02
8,20.665,-77.52
8,20.700,-80.94
8,20.734,-83.32
8,20.768,-85.59
8,20.802,-86.97
8,20.837,-89.09
8,20.871,-91.09
8,20.905,-92.98
8,20.939,-94.74
8,20.974,-96.74
8,21.009,-98.10
8,21.042,-99.41
8,21.076,-101.49
8,21.111,-102.54
8,21.145,-103.57
8,21.179,-104.57
8,21.213,-105.51
8,21.248,-106.35
8,21.281,-107.09
8,21.315,-107.75
8,21.349,-108.32
8,21.383,-108.79
8,21.415,-109.21
8,21.448,-109.59
8,21.482,-109.91
8,21.516,-110.16
8,21.551,-110.39
8,21.585,-110.59
8,21.619,-110.76
8,21.654,-110.92
8,21.687,-111.07
8,21.723,-111.21
8,21.757,-111.33
8,21.792,-111.45
8,21.827,-111.66
8,21.861,-111.67
8,21.895,-111.83
8,21.930,-111.91
8,21.964,-112.01
8,21.998,-112.01
8,22.034,-112.05
8,22.068,-112.06
8,22.101,-112.03
8,22.135,-111.98
8,22.169,-111.87
8,22.203,-111.73
8,22.237,-111.42
8,22.272,-111.17
8,22.306,-110.92
8,22.340,-110.66
8,22.374,-110.37
8,22.407,-110.22
8,22.442,-109.85
8,22.475,-109.45
8,22.510,-108.95
8,22.544,-108.56
8,22.578,-108.15
8,22.612,-107.41
8,22.647,-107.37
8,22.680,-106.77
8,22.714,-105.98
8,22.749,-104.96
8,22.784,-103.70
8,22.819,-101.36
8,22.852,-99.91
8,22.886,-98.49
8,22.919,-96.99
8,22.952,-95.40
8,22.986,-93.71
8,23.021,-91.95
8,23.054,-90.14
8,23.089,-88.33
8,23.123,-86.51
8,23.158,-84.69
8,23.192,-83.02
8,23.226,-81.47
8,23.259,-80.03
8,23.293,-78.54
8,23.327,-76.76
8,23.363,-74.90
8,23.397,-73.03
8,23.432,-71.13
8,23.466,-69.24
8,23.501,-66.69
8,23.537,-64.86
8,23.571,-63.81
8,23.605,-61.32
8,23.638,-59.86
8,23.672,-58.53
8,23.707,-57.34
8,23.741,-55.76
8,23.776,-54.70
8,23.810,-53.65
8,23.844,-52.60
8,23.879,-51.56
8,23.914,-50.45
8,23.948,-49.30
8,23.982,-48.13
8,24.016,-46.92
8,24.051,-45.72
8,24.084,-44.52
8,24.117,-43.31
8,24.151,-41.98
8,24.184,-40.39
8,24.218,-38.66
8,24.252,-36.82
8,24.286,-34.89
8,24.321,-32.95
8,24.355,-29.65
8,24.390,-29.01
8,24.424,-25.66
8,24.457,-23.63
8,24.490,-21.64
8,24.523,-19.65
8,24.557,-19.04
8,24.592,-17.13
8,24.626,-15.26
8,24.661,-12.26
8,24.696,-10.65
8,24.730,-9.24
8,24.763,-7.97
8,24.797,-6.84
8,24.831,-5.86
8,24.865,-5.00
8,24.899,-4.22
8,24.934,-3.53
8,24.967,-2.98
8,25.001,-2.48
8,25.035,-2.07
8,25.070,-1.60
8,25.105,-1.31
8,25.138,-1.07
8,25.172,-0.83
8,25.205,-0.74
8,25.238,-0.62
8,25.273,-0.55
8,25.308,-0.55
8,25.343,-0.51
8,25.378,-0.55
8,25.412,-0.67
8,25.446,-0.74
8,25.480,-0.78
8,25.513,-0.80
8,25.547,-0.82
8,25.580,-0.81
8,25.613,-0.77
8,25.648,-0.74
8,25.681,-0.70
8,25.715,-0.68
8,25.749,-0.67
8,25.784,-0.70
8,25.819,-0.73
8,25.852,-0.74
8,25.885,-0.71
8,25.920,-0.65
8,25.953,-0.61
8,25.986,-0.57
8,26.020,-0.49
8,26.053,-0.40
8,26.086,-0.28
8,26.120,-0.18
8,26.153,-0.05
8,26.188,0.05
8,26.223,0.12
8,26.258,0.16
8,26.293,0.26
8,26.327,0.29
8,26.360,0.33
8,26.395,0.40
8,26.428,0.53
8,26.462,0.69
8,26.496,0.80
8,26.531,0.98
8,26.565,1.13
8,26.600,1.28
8,26.634,1.42
8,26.668,1.74
8,26.702,1.93
8,26.736,2.02
8,26.770,2.22
8,26.804,2.37
8,26.838,2.48
8,26.873,2.62
8,26.907,2.75
8,26.941,2.84
8,26.975,2.94
8,27.009,3.05
8,27.043,3.14
8,27.077,3.36
